symbol;available_exchanges;currency_base;currency_quote
"BDG/ETH";"[""HitBTC""]";"BitDegree";"Ethereum"
"BDG/USD";"[""Synthetic""]";"BitDegree";"US Dollar"
"BDL/USD";"[""Synthetic""]";"Bitdeal";"US Dollar"
"BEAM/BTC";"[""Binance"",""Hotbit""]";"Beam";"Bitcoin"
"BEAM/ETH";"[""Gate.io""]";"Beam";"Ethereum"
"BEAM/USD";"[""Binance"",""DragonEX""]";"Beam";"US Dollar"
"BEE/USD";"[""Synthetic""]";"Bee-Token";"US Dollar"
"BELA/BTC";"[""Mercatox""]";"Bela";"Bitcoin"
"BELA/USD";"[""Synthetic""]";"Bela";"US Dollar"
"BENJI/USD";"[""Synthetic""]";"BenjiRolls";"US Dollar"
"BERN/BTC";"[""YoBit""]";"BERNcash";"Bitcoin"
"BERN/USD";"[""Synthetic""]";"BERNcash";"US Dollar"
"BERRY/BTC";"[""HitBTC""]";"Rentberry";"Bitcoin"
"BERRY/ETH";"[""HitBTC""]";"Rentberry";"Ethereum"
"BERRY/USD";"[""HitBTC""]";"Rentberry";"US Dollar"
"BESTb/BTC";"[""Bitpanda Pro""]";"Bitpanda Ecosystem Token";"Bitcoin"
"BESTb/EUR";"[""Bitpanda Pro""]";"Bitpanda Ecosystem Token";"Euro"
"BEST/BTC";"[""YoBit""]";"BestChain";"Bitcoin"
"BESTb/USD";"[""Synthetic""]";"Bitpanda Ecosystem Token";"US Dollar"
"BEST/USD";"[""Synthetic""]";"BestChain";"US Dollar"
"BETA/BTC";"[""Binance""]";"Beta Finance";"Bitcoin"
"BETA/ETH";"[""Binance""]";"Beta Finance";"Ethereum"
"BETA/USD";"[""Binance""]";"Beta Finance";"US Dollar"
"BEZ/BTC";"[""TOPBTC""]";"Bezop";"Bitcoin"
"BEZ/ETH";"[""TOPBTC""]";"Bezop";"Ethereum"
"BEZ/USD";"[""Synthetic""]";"Bezop";"US Dollar"
"BFT/BTC";"[""DragonEX"",""Huobi""]";"BnkToTheFuture";"Bitcoin"
"BFT/ETH";"[""Huobi""]";"BnkToTheFuture";"Ethereum"
"BFT/USD";"[""Synthetic""]";"BnkToTheFuture";"US Dollar"
"BIGUP/USD";"[""Synthetic""]";"BigUp";"US Dollar"
"BIOB/USD";"[""Synthetic""]";"BioBar";"US Dollar"
"BIOS/USD";"[""Synthetic""]";"BiosCrypto";"US Dollar"
"BIRDS/USD";"[""Synthetic""]";"Birds";"US Dollar"
"BIS/BTC";"[""Graviex""]";"Bismuth";"Bitcoin"
"BIS/USD";"[""Synthetic""]";"Bismuth";"US Dollar"
"BITB/BTC";"[""YoBit""]";"Bean Cash";"Bitcoin"
"BIT/BTC";"[""Livecoin""]";"First Bitcoin";"Bitcoin"
"BITB/USD";"[""Synthetic""]";"Bean Cash";"US Dollar"
"BITCAR/ETH";"[""IDEX""]";"BitCar";"Ethereum"
"BITCAR/USD";"[""Synthetic""]";"BitCar";"US Dollar"
"BITOK/ETH";"[""YoBit""]";"Bitok";"Ethereum"
"BITOK/USD";"[""Synthetic""]";"Bitok";"US Dollar"
"BITS/BTC";"[""YoBit""]";"Bitstar";"Bitcoin"
"BITS/USD";"[""Synthetic""]";"Bitstar";"US Dollar"
"BIT/USD";"[""Huobi""]";"First Bitcoin";"US Dollar"
"BITZ/BTC";"[""YoBit""]";"Bitz";"Bitcoin"
"BITZ/USD";"[""Synthetic""]";"Bitz";"US Dollar"
"BIX/BTC";"[""Bibox""]";"Bibox Token";"Bitcoin"
"BIX/ETH";"[""Bibox""]";"Bibox Token";"Ethereum"
"BIX/USD";"[""Bibox""]";"Bibox Token";"US Dollar"
"BKX/USD";"[""Synthetic""]";"BANKEX";"US Dollar"
"BLAZR/BTC";"[""YoBit""]";"BlazerCoin";"Bitcoin"
"BLAZR/USD";"[""Synthetic""]";"BlazerCoin";"US Dollar"
"BLC/BTC";"[""C-Patex""]";"Blakecoin";"Bitcoin"
"BLC/USD";"[""Synthetic""]";"Blakecoin";"US Dollar"
"BLITZ/USD";"[""Synthetic""]";"Blitzcash";"US Dollar"
"BLK/BTC";"[""Bittrex""]";"BlackCoin";"Bitcoin"
"BLK/USD";"[""Synthetic""]";"BlackCoin";"US Dollar"
"BLN/BTC";"[""Crex24""]";"Bolenum";"Bitcoin"
"BLOCK/BTC";"[""Bittrex""]";"Blocknet";"Bitcoin"
"BLOCK/USD";"[""Synthetic""]";"Blocknet";"US Dollar"
"BLOK/USD";"[""Gate.io"",""KuCoin""]";"Bloktopia";"US Dollar"
"BLRY/USD";"[""Synthetic""]";"BillaryCoin";"US Dollar"
"BLUE/BTC";"[""YoBit""]";"Blue Protocol";"Bitcoin"
"BLUE/ETH";"[""YoBit""]";"Blue Protocol";"Ethereum"
"BLUE/USD";"[""Synthetic""]";"BLUE";"US Dollar"
"BLUR/USD";"[""Coinbase Pro""]";"Blur";"US Dollar"
"BLU/USD";"[""Synthetic""]";"BlueCoin";"US Dollar"
"BLX/USD";"[""Synthetic""]";"Blockchain Index";"US Dollar"
"BLZE/BNB";"[""Binance""]";"Bluzelle";"Binance Coin"
"BLZE/BTC";"[""Binance""]";"Bluzelle";"Bitcoin"
"BLZE/ETH";"[""Binance"",""Gate.io""]";"Bluzelle";"Ethereum"
"BLZE/USD";"[""Gate.io"",""Synthetic""]";"Bluzelle";"US Dollar"
"BMC/BTC";"[""HitBTC""]";"Blackmoon";"Bitcoin"
"BMC/ETH";"[""HitBTC""]";"Blackmoon";"Ethereum"
"BMC/USD";"[""HitBTC""]";"Blackmoon";"US Dollar"
"BMT/BTC";"[""YoBit""]";"BMChain";"Bitcoin"
"BMT/ETH";"[""YoBit""]";"BMChain";"Ethereum"
"BMT/RUB";"[""YoBit""]";"BMChain";"Russian Ruble"
"BMT/USD";"[""Synthetic"",""YoBit""]";"BMChain";"US Dollar"
"BNB/BRL";"[""Binance""]";"Binance Coin";"Brazil Real"
"BNB/BTC";"[""Binance"",""p2pb2b""]";"Binance Coin";"Bitcoin"
"BNB/CAD";"[""Synthetic""]";"BNB";"Canadian Dollar"
"BNB/ETH";"[""Binance"",""p2pb2b""]";"Binance Coin";"Ethereum"
"BNB/EUR";"[""Binance""]";"Binance Coin";"Euro"
"BNB/INR";"[""Bitbns""]";"Binance Coin";"Indian Rupee"
"BNB/TAUD";"[""Binance DEX""]";"BNB";"TrueAUD"
"BNB/THB";"[""Bitkub""]";"Binance Coin";"Thai Baht"
"BNB/TRY";"[""Binance""]";"Binance Coin";"Turkish Lira"
"BNB/USD";"[""Binance"",""Gate.io""]";"Binance Coin";"US Dollar"
"BNK/BTC";"[""HitBTC""]";"Bankera";"Bitcoin"
"BNK/ETH";"[""HitBTC""]";"Bankera";"Ethereum"
"BNK/USD";"[""HitBTC""]";"Bankera";"US Dollar"
"BNS/BTC";"[""Kucoin""]";"BNS Token";"Bitcoin"
"BNS/INR";"[""Bitbns""]";"BNS Token";"Indian Rupee"
"BNS/USD";"[""Kucoin""]";"BNS Token";"US Dollar"
"BNT/BTC";"[""Binance"",""HitBTC""]";"Bancor";"Bitcoin"
"BNT/ETH";"[""Binance"",""Bittrex""]";"Bancor";"Ethereum"
"BNT/USD";"[""HitBTC"",""OKEx""]";"Bancor";"US Dollar"
"BNTY/ETH";"[""Gate.io""]";"Bounty0x";"Ethereum"
"BNTY/USD";"[""Gate.io""]";"Bounty0x";"US Dollar"
"BNXr/BTC";"[""Binance""]";"BinaryX";"Bitcoin"
"BNXr/USD";"[""Binance""]";"BinaryX";"US Dollar"
"BOAT/USD";"[""Synthetic""]";"BOAT";"US Dollar"
"BOK/BTC";"[""Coineal""]";"Blockium";"Bitcoin"
"BOK/USD";"[""Synthetic""]";"Blockium";"US Dollar"
"BOLI/BTC";"[""YoBit""]";"Bolivarcoin";"Bitcoin"
"BORA/KRW";"[""Upbit""]";"BORA";"Korean Won"
"BORA/USD";"[""Synthetic""]";"BORA";"US Dollar"
"BOX/BTC";"[""Huobi""]";"ContentBox";"Bitcoin"
"BOX/USD";"[""Synthetic""]";"ContentBox";"US Dollar"
"BPC/BTC";"[""Livecoin""]";"Bitpark Coin";"Bitcoin"
"BPCN/USD";"[""Synthetic""]";"Big Profit Coin";"US Dollar"
"BPC/USD";"[""Synthetic""]";"Bitpark Coin";"US Dollar"
"BPL/USD";"[""Synthetic""]";"Blockpool";"US Dollar"
"BQ/USD";"[""Synthetic""]";"bitqy";"US Dollar"
"BQX/BTC";"[""Binance""]";"Voyager Token";"Bitcoin"
"BQX/ETH";"[""Binance"",""HitBTC""]";"Voyager Token";"Ethereum"
"BQX/USD";"[""Synthetic""]";"Voyager Token";"US Dollar"
"BRAIN/BTC";"[""YoBit""]";"Braincoin";"Bitcoin"
"BRAIN/USD";"[""Synthetic""]";"Braincoin";"US Dollar"
"BRAT/USD";"[""Synthetic""]";"BROTHER";"US Dollar"
"BRD/BTC";"[""Binance""]";"Bread";"Bitcoin"
"BRD/ETH";"[""Binance""]";"Bread";"Ethereum"
"BRD/USD";"[""Synthetic""]";"Bread";"US Dollar"
"BRIA/USD";"[""BTC-Alpha""]";"BriaCoin";"US Dollar"
"BRIT/USD";"[""Synthetic""]";"BritCoin";"US Dollar"
"BRK/USD";"[""Synthetic""]";"Breakout";"US Dollar"
"BRO/BTC";"[""Crex24""]";"Bitradio";"Bitcoin"
"BRO/USD";"[""Synthetic""]";"Bitradio";"US Dollar"
"BRX/USD";"[""Synthetic""]";"Breakout Stake";"US Dollar"
"BRZE/BTC";"[""CoinTiger"",""ProBit Exchange""]";"Breezecoin";"Bitcoin"
"BRZE/USD";"[""Synthetic""]";"Breezecoin";"US Dollar"
"BSC/BTC";"[""YoBit""]";"BowsCoin";"Bitcoin"
"BSC/USD";"[""Synthetic""]";"BowsCoin";"US Dollar"
"BSN/BTC";"[""Crex24""]";"Bastonet";"Bitcoin"
"BSN/USD";"[""Synthetic""]";"Bastonet";"US Dollar"
"BSR/USD";"[""Synthetic""]";"BitSoar";"US Dollar"
"BSTAR/USD";"[""Synthetic""]";"Blackstar";"US Dollar"
"BST/USD";"[""Synthetic""]";"BlockStamp";"US Dollar"
"BSTY/BTC";"[""YoBit""]";"GlobalBoost-Y";"Bitcoin"
"BSTY/USD";"[""Synthetic""]";"GlobalBoost-Y";"US Dollar"
"BSV/BCH";"[""CoinEx""]";"Bitcoin SV";"Bitcoin Cash"
"BSV/BTC";"[""Huobi"",""OKEx""]";"Bitcoin SV";"Bitcoin"
"BSV/CAD";"[""Synthetic""]";"Bitcoin SV";"Canadian Dollar"
"BSV/ETH";"[""Bittrex""]";"Bitcoin SV";"Ethereum"
"BSV/EUR";"[""Synthetic""]";"Bitcoin SV";"Euro"
"BSV/KRW";"[""Bithumb"",""Upbit""]";"Bitcoin SV";"Korean Won"
"BSV/THB";"[""Bitkub""]";"Bitcoin SV";"Thai Baht"
"BSV/USD";"[""Huobi"",""OKEx""]";"Bitcoin SV";"US Dollar"
"BSV/ZAR";"[""AltCoinTrader""]";"Bitcoin SV";"South African Rand"
"BSW/TRY";"[""Binance""]";"Biswap";"Turkish Lira"
"BSW/USD";"[""Binance"",""Gate.io""]";"Biswap";"US Dollar"
"BTA/BTC";"[""YoBit""]";"Bata";"Bitcoin"
"BTA/USD";"[""Synthetic""]";"Bata";"US Dollar"
"BTB/BTC";"[""Livecoin""]";"BitBar";"Bitcoin"
"BTBc/USD";"[""Synthetic""]";"Bitbase";"US Dollar"
"BTB/USD";"[""Synthetic""]";"BitBar";"US Dollar"
"BTC2X/USD";"[""Synthetic""]";"Bitcoin2x";"US Dollar"
"BTC/AUD";"[""BTC Markets"",""Independent Reserve""]";"Bitcoin";"Australian Dollar"
"BTCB/BTC";"[""HitBTC""]";"Bitcoin BEP2";"Ethereum"
"BTC/BRL";"[""Binance"",""MercadoBitcoin"",""NovaDAX""]";"Bitcoin";"Brazil Real"
"BTCB/USD";"[""Synthetic""]";"Bitcoin BEP2";"US Dollar"
"BTC/CAD";"[""CoinField"",""Kraken""]";"Bitcoin";"Canadian Dollar"
"BTC/CHF";"[""Kraken""]";"Bitcoin";"Swiss Franc"
"BTC/CNY";"[""TOPBTC""]";"Bitcoin";"Chinese Yuan"
"BTC/ETH";"[""Synthetic""]";"Bitcoin";"Ethereum"
"BTC/EUR";"[""Binance"",""BitStamp"",""Coinbase Pro"",""Kraken""]";"Bitcoin";"Euro"
"BTC/GBP";"[""Binance"",""Coinbase Pro""]";"Bitcoin";"British Pound"
"BTC/HKD";"[""QUOINE""]";"Bitcoin";"Hong Kong Dollar"
"BTC/IDR";"[""BTC Indonesia"",""Luno""]";"Bitcoin";"Indonesian Rupiah"
"BTC/ILS";"[""Synthetic""]";"Bitcoin";"Israeli Shekel"
"BTC/INR";"[""Bitbns"",""Synthetic""]";"Bitcoin";"Indian Rupee"
"BTC/JPY";"[""bitFlyer"",""BTCBOX"",""QUOINE""]";"Bitcoin";"Japanese Yen"
"BTC/KRW";"[""Bithumb"",""Coinone"",""Upbit""]";"Bitcoin";"Korean Won"
"BTCM/BTC";"[""YoBit""]";"BTCMoon";"Bitcoin"
"BTCM/USD";"[""YoBit""]";"BTCMoon";"US Dollar"
"BTC/MXN";"[""Bitso"",""Synthetic""]";"Bitcoin";"Mexican Peso"
"BTC/MYR";"[""Luno"",""Synthetic""]";"Bitcoin";"Malaysian Ringgit"
"BTC/NGN";"[""Luno""]";"Bitcoin";"Nigerian Naira"
"BTC/NZD";"[""Independent Reserve""]";"Bitcoin";"New Zealand Dollar"
"BTCP/BTC";"[""TOPBTC"",""TradeOgre""]";"Bitcoin Private";"Bitcoin"
"BTC/PEN";"[""Bitinka""]";"Bitcoin";"Peru Sol"
"BTC/PLN";"[""BitBay"",""Exmo""]";"Bitcoin";"Polish Zloty"
"BTCP/USD";"[""Synthetic""]";"Bitcoin Private";"US Dollar"
"BTCR/BTC";"[""YoBit""]";"Bitcurrency";"Bitcoin"
"BTCRED/BTC";"[""YoBit""]";"Bitcoin Red";"Bitcoin"
"BTCRED/USD";"[""YoBit""]";"Bitcoin Red";"US Dollar"
"BTC/RUB";"[""CEX.IO"",""Exmo""]";"Bitcoin";"Russian Ruble"
"BTCR/USD";"[""Synthetic""]";"Bitcurrency";"US Dollar"
"BTC/SAR";"[""Synthetic""]";"Bitcoin";"Saudi Riyal"
"BTC/SEK";"[""Synthetic""]";"Bitcoin";"Swedish Krona"
"BTC/SGD";"[""Luno"",""QUOINE""]";"Bitcoin";"Singapore Dollar"
"BTCST/BTC";"[""Binance""]";"Bitcoin Standard Hashrate Token";"Bitcoin"
"BTCST/ETH";"[""Gate.io""]";"Bitcoin Standard Hashrate Token";"Ethereum"
"BTCST/USD";"[""Binance"",""Gate.io""]";"Bitcoin Standard Hashrate Token";"US Dollar"
"BTCS/USD";"[""Synthetic""]";"Bitcoin Scrypt";"US Dollar"
"BTC/THB";"[""Bitkub"",""Satang Pro""]";"Bitcoin";"Thai Baht"
"BTC/TRY";"[""BTCTurk"",""Paribu""]";"Bitcoin";"Turkish Lira"
"BTC/UAH";"[""Exmo""]";"Bitcoin";"Ukrainian Hryvnia"
"BTC/UGX";"[""Luno""]";"Bitcoin";"Ugandan Shilling"
"BTC/USD";"[""Binance"",""Bitfinex"",""Coinbase Pro"",""FTX""]";"Bitcoin";"US Dollar"
"BTCV/BTC";"[""Coineal"",""MXC""]";"Bitcoin Vault";"Bitcoin"
"BTC/VND";"[""Synthetic""]";"Bitcoin";"Vietnamese Dong"
"BTCV/USD";"[""Coineal"",""MXC""]";"Bitcoin Vault";"US Dollar"
"BTC/XAU";"[""Synthetic""]";"Bitcoin";"Gold Spot"
"BTC/XRP";"[""CoinField""]";"Bitcoin";"XRP"
"BTC/ZAR";"[""Luno"",""Synthetic""]";"Bitcoin";"South African Rand"
"BTCZ/BTC";"[""Graviex""]";"BitcoinZ";"Bitcoin"
"BTC/ZMW";"[""Luno""]";"Bitcoin";"Zambia Kwacha"
"BTCZ/USD";"[""BTC-Alpha"",""Synthetic""]";"BitcoinZ";"US Dollar"
"BTDX/BTC";"[""Crex24""]";"Bitcloud";"Bitcoin"
"BTDX/USD";"[""Synthetic""]";"Bitcloud";"US Dollar"
"BTE/USD";"[""Synthetic""]";"BitSerial";"US Dollar"
"BTG/AUD";"[""Synthetic""]";"Bitcoin Gold";"Australian Dollar"
"BTG/BTC";"[""Binance"",""HitBTC""]";"Bitcoin Gold";"Bitcoin"
"BTG/CAD";"[""Synthetic""]";"Bitcoin Gold";"Canadian Dollar"
"BTG/CNY";"[""Synthetic""]";"Bitcoin Gold";"Chinese Yuan"
"BTG/ETH";"[""HitBTC""]";"Bitcoin Gold";"Ethereum"
"BTG/HKD";"[""Synthetic""]";"Bitcoin Gold";"Hong Kong Dollar"
"BTG/ILS";"[""Synthetic""]";"Bitcoin Gold";"Israeli Shekel"
"BTG/INR";"[""Synthetic""]";"Bitcoin Gold";"Indian Rupee"
"BTG/KRW";"[""Bithumb"",""Upbit""]";"Bitcoin Gold";"Korean Won"
"BTG/MXN";"[""Synthetic""]";"Bitcoin Gold";"Mexican Peso"
"BTG/MYR";"[""Synthetic""]";"Bitcoin Gold";"Malaysian Ringgit"
"BTG/PLN";"[""BitBay"",""Synthetic""]";"Bitcoin Gold";"Polish Zloty"
"BTG/RUB";"[""Synthetic""]";"Bitcoin Gold";"Russian Ruble"
"BTG/SAR";"[""Synthetic""]";"Bitcoin Gold";"Saudi Riyal"
"BTG/SEK";"[""Synthetic""]";"Bitcoin Gold";"Swedish Krona"
"BTG/TRY";"[""Bitci.com"",""Synthetic""]";"Bitcoin Gold";"Turkish Lira"
"BTG/USD";"[""HitBTC"",""OKEx""]";"Bitcoin Gold";"US Dollar"
"BTG/VND";"[""Synthetic""]";"Bitcoin Gold";"Vietnamese Dong"
"BTG/ZAR";"[""Synthetic""]";"Bitcoin Gold";"South African Rand"
"BTK/USD";"[""Synthetic""]";"Bitcoin Turbo Koin";"US Dollar"
"BTMA/USD";"[""Synthetic""]";"Bitmark";"US Dollar"
"BTM/BTC";"[""Bibox"",""Gate.io"",""Huobi"",""OKEx""]";"Bytom";"Bitcoin"
"BTM/ETH";"[""Bibox"",""OKEx""]";"Bytom";"Ethereum"
"BTM/USD";"[""Bibox"",""Huobi"",""OKEx""]";"Bytom";"US Dollar"
"BTO/BTC";"[""Crex24""]";"Bottos";"Bitcoin"
"BTO/ETH";"[""Gate.io""]";"Bottos";"Ethereum"
"BTO/USD";"[""Gate.io""]";"Bottos";"US Dollar"
"BTPL/USD";"[""Synthetic""]";"Bitcoin Planet";"US Dollar"
"BTS/BTC";"[""Binance"",""Huobi""]";"BitShares";"Bitcoin"
"BTS/ETH";"[""CoinTiger"",""Huobi""]";"BitShares";"Ethereum"
"BTS/USD";"[""Binance"",""Gate.io"",""Huobi"",""Synthetic""]";"BitShares";"US Dollar"
"BTT/INR";"[""Bitbns""]";"BitTorrent (New)";"Indian Rupee"
"BTT/KRW";"[""Bithumb"",""Upbit""]";"BitTorrent (New)";"Korean Won"
"BTTN/BNB";"[""Binance""]";"BitTorrent";"Binance Coin"
"BTTN/BRL";"[""NovaDAX""]";"BitTorrent";"Brazil Real"
"BTTN/BTC";"[""Huobi"",""OKEx""]";"BitTorrent";"Bitcoin"
"BTTN/ETH";"[""Huobi"",""Kucoin""]";"BitTorrent";"Ethereum"
"BTTN/EUR";"[""Binance""]";"BitTorrent";"Euro"
"BTTN/IDR";"[""Indodax""]";"BitTorrent";"Indonesian Rupiah"
"BTTN/INR";"[""Bitbns""]";"BitTorrent";"Indian Rupee"
"BTTN/KRW";"[""Bithumb"",""Upbit""]";"BitTorrent";"Korean Won"
"BTTN/TRX";"[""LATOKEN""]";"BitTorrent";"TRON"
"BTTN/TRY";"[""Binance"",""Paribu""]";"BitTorrent";"Turkish Lira"
"BTTN/USD";"[""Binance"",""Huobi""]";"BitTorrent";"US Dollar"
"BTT/TRX";"[""Poloniex""]";"BitTorrent (New)";"TRON"
"BTT/TRY";"[""Binance"",""Paribu""]";"BitTorrent (New)";"Turkish Lira"
"BTT/USD";"[""Binance"",""KuCoin"",""Poloniex""]";"BitTorrent (New)";"US Dollar"
"BTUp/BTC";"[""Bittrex""]";"BTU Protocol";"Bitcoin"
"BTUp/USD";"[""Synthetic""]";"BTU Protocol";"US Dollar"
"BTW/USD";"[""Synthetic""]";"BitWhite";"US Dollar"
"BTXN/TRY";"[""Bitexen""]";"BTXN Coin";"Turkish Lira"
"BTXN/USD";"[""Synthetic""]";"BTXN Coin";"US Dollar"
"BTX/USD";"[""Hotbit""]";"BitCore";"US Dollar"
"BUB/BTC";"[""YoBit""]";"Bubble";"Bitcoin"
"BU/BTC";"[""Hotbit""]";"BUMO";"Bitcoin"
"BUB/USD";"[""Synthetic""]";"Bubble";"US Dollar"
"BUCKS/BTC";"[""YoBit""]";"SwagBucks";"Bitcoin"
"BUCKS/USD";"[""Synthetic""]";"SwagBucks";"US Dollar"
"BUL/BTC";"[""Crex24""]";"Bulleon";"Bitcoin"
"BUL/USD";"[""Synthetic""]";"Bulleon";"US Dollar"
"BUMBA/USD";"[""Synthetic""]";"BumbaCoin";"US Dollar"
"BUSD/INR";"[""Bitbns""]";"Binance USD";"Indian Rupee"
"BUSD/USD";"[""Binance"",""LBank""]";"Binance USD";"US Dollar"
"BU/USD";"[""Gate.io"",""Synthetic""]";"BUMO";"US Dollar"
"BUZZ/USD";"[""Synthetic""]";"BuzzCoin";"US Dollar"
"BVC/BTC";"[""YoBit""]";"BeaverCoin";"Bitcoin"
"BVC/USD";"[""Synthetic""]";"BeaverCoin";"US Dollar"
"BWK/BTC";"[""Crex24""]";"Bulwark";"Bitcoin"
"BWK/USD";"[""Synthetic""]";"Bulwark";"US Dollar"
"BXC/USD";"[""Synthetic""]";"Bitcedi";"US Dollar"
"BXT/BTC";"[""YoBit""]";"BitTokens";"Bitcoin"
"BXT/USD";"[""Synthetic""]";"BitTokens";"US Dollar"
"BYC/USD";"[""Synthetic""]";"Bytecent";"US Dollar"
"BZE/BTC";"[""Crex24""]";"BZEdge";"Bitcoin"
"BZE/USD";"[""Synthetic""]";"BZEdge";"US Dollar"
"BZNT/BNB";"[""Binance DEX""]";"Bezant";"Binance Coin"
"BZNT/USD";"[""Synthetic""]";"Bezant";"US Dollar"
"BZX/BTC";"[""Crex24""]";"Bitcoin Zero";"Bitcoin"
"BZX/USD";"[""Synthetic""]";"Bitcoin Zero";"US Dollar"
"C20/BTC";"[""HitBTC""]";"CRYPTO20";"Bitcoin"
"C20/ETH";"[""HitBTC""]";"CRYPTO20";"Ethereum"
"C20/USD";"[""Synthetic""]";"CRYPTO20";"US Dollar"
"C2/BTC";"[""YoBit""]";"Coin2.1";"Bitcoin"
"C2/USD";"[""Synthetic""]";"Coin2.1";"US Dollar"
"C98/BTC";"[""Binance""]";"Coin98";"Bitcoin"
"C98/USD";"[""Binance""]";"Coin98";"US Dollar"
"CAB/BTC";"[""YoBit""]";"Cabbage";"Bitcoin"
"CAB/USD";"[""Synthetic""]";"Cabbage";"US Dollar"
"CAG/BTC";"[""Kucoin""]";"Change";"Bitcoin"
"CAG/USD";"[""Synthetic""]";"Change";"US Dollar"
"CAKE/BNB";"[""Binance""]";"PancakeSwap";"Binance Coin"
"CAKE/BRL";"[""NovaDAX""]";"PancakeSwap";"Brazil Real"
"CAKE/BTC";"[""Binance""]";"PancakeSwap";"Bitcoin"
"CAKE/INR";"[""Bitbns""]";"PancakeSwap";"Indian Rupee"
"CAKE/USD";"[""Binance"",""MXC""]";"PancakeSwap";"US Dollar"
"CALC/USD";"[""Synthetic""]";"CaliphCoin";"US Dollar"
"CAN/BNB";"[""Binance DEX""]";"CanYaCoin";"Binance Coin"
"CANN/BTC";"[""YoBit""]";"CannabisCoin";"Bitcoin"
"CANN/USD";"[""Synthetic""]";"CannabisCoin";"US Dollar"
"CAN/USD";"[""Synthetic""]";"CanYaCoin";"US Dollar"
"CAPP/BTC";"[""Kucoin""]";"Cappasity";"Bitcoin"
"CAPP/ETH";"[""Kucoin""]";"Cappasity";"Ethereum"
"CAPP/USD";"[""Synthetic""]";"Cappasity";"US Dollar"
"CARBON/USD";"[""YoBit""]";"Carboncoin";"US Dollar"
"CARD/BTC";"[""Hotbit""]";"Cardstack";"Bitcoin"
"CARD/ETH";"[""Hotbit""]";"Cardstack";"Ethereum"
"CARD/USD";"[""Synthetic""]";"Cardstack";"US Dollar"
"CASH/USD";"[""Synthetic""]";"Cashcoin";"US Dollar"
"CAT/USD";"[""Synthetic""]";"BlockCAT";"US Dollar"
"CBC/BTC";"[""YoBit""]";"CryptoBossCoin";"Bitcoin"
"CBC/USD";"[""Coinsbit"",""Synthetic""]";"CryptoBossCoin";"US Dollar"
"CBD/USD";"[""Synthetic""]";"CBD Crystals";"US Dollar"
"CBT/USD";"[""Synthetic""]";"CommerceBlock";"US Dollar"
"CBX/BTC";"[""YoBit""]";"Crypto Bullion";"Bitcoin"
"CBXN/BTC";"[""Crex24""]";"Bullion";"Bitcoin"
"CBXN/USD";"[""Synthetic""]";"Bullion";"US Dollar"
"CBX/USD";"[""Synthetic""]";"Crypto Bullion";"US Dollar"
"CCO/ETH";"[""Mercatox""]";"Ccore";"Ethereum"
"CCO/USD";"[""Synthetic""]";"Ccore";"US Dollar"
"CCRB/BTC";"[""BTC-Alpha""]";"CryptoCarbon";"Bitcoin"
"CCRB/USD";"[""Synthetic""]";"CryptoCarbon";"US Dollar"
"CCT/BTC";"[""YoBit""]";"Crystal Clear";"Bitcoin"
"CCT/USD";"[""Synthetic""]";"Crystal Clear";"US Dollar"
"CDM/USD";"[""Synthetic""]";"Condominium";"US Dollar"
"CDN/USD";"[""Synthetic""]";"Canada eCoin";"US Dollar"
"CDT/BTC";"[""Binance"",""HitBTC""]";"CoinDash";"Bitcoin"
"CDT/ETH";"[""Binance"",""Gate.io""]";"CoinDash";"Ethereum"
"CDT/USD";"[""Gate.io""]";"CoinDash";"US Dollar"
"CDX/BTC";"[""Livecoin""]";"CDX Network";"Bitcoin"
"CDX/USD";"[""Synthetic""]";"CDX Network";"US Dollar"
"CEEK/USD";"[""Gate.io""]";"CEEK VR";"US Dollar"
"CEL/CAD";"[""Synthetic""]";"Celsius";"Canadian Dollar"
"CEL/ETH";"[""Gate.io"",""Liquid""]";"Celsius";"Ethereum"
"CELO/CAD";"[""Synthetic""]";"Celo";"Canadian Dollar"
"CELO/USD";"[""Binance"",""Gate.io""]";"Celo";"US Dollar"
"CELR/BNB";"[""Binance""]";"Celer Network";"Binance Coin"
"CELR/BTC";"[""Binance""]";"Celer Network";"Bitcoin"
"CELR/USD";"[""Binance"",""Gate.io""]";"Celer Network";"US Dollar"
"CEL/USD";"[""FTX"",""Synthetic""]";"Celsius";"US Dollar"
"CENNZ/BTC";"[""HitBTC""]";"Centrality";"Bitcoin"
"CENNZ/ETH";"[""HitBTC""]";"Centrality";"Ethereum"
"CENNZ/USD";"[""Synthetic""]";"Centrality";"US Dollar"
"CET/BCH";"[""CoinEx""]";"CoinEx Token";"Bitcoin Cash"
"CET/BTC";"[""CoinEx""]";"CoinEx Token";"Bitcoin"
"CET/ETH";"[""CoinEx""]";"CoinEx Token";"Ethereum"
"CET/USD";"[""CoinEx""]";"CoinEx Token";"US Dollar"
"CF/BTC";"[""YoBit""]";"Californium";"Bitcoin"
"CFC/USD";"[""Synthetic""]";"CoffeeCoin";"US Dollar"
"CFD/USD";"[""Synthetic""]";"Confido";"US Dollar"
"CF/USD";"[""Synthetic""]";"Californium";"US Dollar"
"CFX/BTC";"[""Binance""]";"Conflux";"Bitcoin"
"CFX/USD";"[""Binance""]";"Conflux";"US Dollar"
"CGLD/BTC";"[""Coinbase Pro""]";"Celo";"Bitcoin"
